records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,capacitity_moist,temp,moist,ec_(u/10_gram),ph,nitro_(mg/10_g),posh_nitro_(mg/10_g),pota_nitro_(mg/10_g),Soil Health,Soil_Type,ML,Test_Case
978,66,18,42,53,32,39,17,26,23,30,85,19,5,5,11,144,5,1,113,38.3,46,66,7.04,6,8,16,Moderate,215,25,1029
979,66,18,43,51,32,34,15,23,21,30,79,19,5,4,11,143,5,1,116,38.3,46,66,7.04,6,8,16,Moderate,215,25,1021
980,83,17,29,49,20,29,18,26,10,28,81,18,4,4,8,137,4,1,26,38.3,154,165,7.74,15,18,40,Poor,215,50,1030
981,64,16,28,41,21,12,13,20,3,28,75,16,2,2,8,131,4,1,90,38.3,163,169,6.96,16,20,42,Poor,215,50,1032
982,71,16,28,52,20,32,19,27,12,28,81,18,4,4,8,138,4,1,46,38.3,159,166,7.45,15,19,41,Poor,215,50,1033
983,69,16,27,50,20,31,18,26,11,28,80,18,4,4,8,137,4,1,100,38.3,164,167,7.45,15,20,41,Poor,215,50,1034
984,66,16,27,41,20,12,13,20,2,28,75,16,2,2,8,131,4,1,102,38.3,164,168,7.45,16,20,42,Poor,215,50,1035
985,65,16,27,47,21,26,17,24,9,28,75,18,3,4,8,136,4,1,140,38.3,164,168,7.45,16,20,42,Poor,215,50,1036
986,66,16,28,47,21,26,17,24,9,28,75,18,3,4,8,136,4,1,112,38.3,165,168,7.04,16,20,42,Poor,215,50,1037
987,65,16,30,49,21,30,18,26,10,28,81,18,4,4,8,137,4,1,104,38.3,165,169,7.04,16,20,42,Poor,215,50,1038
988,66,17,29,47,21,26,16,24,9,27,75,17,3,4,8,136,4,1,103,38.3,164,169,7.04,16,20,42,Poor,215,50,1039
989,65,16,28,47,21,26,16,24,8,28,76,18,3,3,8,136,4,1,103,38.3,163,168,6.96,16,20,42,Poor,215,50,1031
990,193,67,150,19,101,114,35,52,119,68,47,4,22,18,45,96,17,3,352,37.9,0,0,7.46,0,0,0,Poor,216,0,1040
991,191,67,150,19,101,110,34,52,116,68,46,3,22,17,45,94,17,3,339,37.8,0,0,7.12,0,0,0,Poor,216,0,1042
992,192,66,149,27,101,124,40,60,123,68,46,5,24,19,43,99,17,3,342,37.9,0,0,7.46,0,0,0,Poor,216,0,1043
993,192,67,150,19,101,113,35,53,118,68,45,4,22,18,45,95,17,2,356,37.9,0,0,7.14,0,0,0,Poor,216,0,1044
994,191,67,149,19,101,113,35,52,118,68,46,3,22,18,45,95,18,2,343,37.9,0,0,7.14,0,0,0,Poor,216,0,1045
995,191,67,149,18,101,113,35,52,118,68,46,3,22,18,45,95,18,2,323,37.8,0,0,7.14,0,0,0,Poor,216,0,1046
996,191,67,149,15,101,105,33,50,114,68,38,3,21,17,44,90,17,2,337,37.8,0,0,7.14,0,0,0,Poor,216,0,1047
997,191,67,149,18,101,113,35,52,118,68,46,4,22,18,44,95,17,3,307,37.8,0,0,7.12,0,0,0,Poor,216,0,1048
998,191,67,149,15,100,105,33,49,114,68,38,3,20,16,44,89,17,2,337,37.9,0,0,7.12,0,0,0,Poor,216,0,1049
999,190,67,149,18,101,113,35,52,118,68,46,3,21,17,44,94,17,3,323,37.9,0,0,7.12,0,0,0,Poor,216,0,1041
1000,94,25,53,58,39,39,19,28,16,32,85,20,6,5,10,143,7,2,174,37.9,5,51,7.42,5,7,13,Poor,216,25,1050
1001,91,25,51,58,38,39,19,28,17,32,84,20,6,5,10,147,7,2,200,37.9,12,51,7.12,5,7,13,Moderate,216,25,1052
1002,93,25,53,54,39,36,18,26,15,32,79,19,5,5,10,142,7,2,193,37.9,14,47,7.42,5,6,12,Moderate,216,25,1053
1003,92,25,52,54,38,34,18,26,14,32,79,19,5,4,10,141,7,1,192,37.9,12,48,7.22,5,6,13,Moderate,216,25,1054
1004,93,25,52,56,39,39,19,27,16,32,84,19,6,5,10,143,7,2,193,37.9,12,48,7.22,5,6,13,Moderate,216,25,1055
1005,92,25,52,57,38,41,20,28,18,38,85,20,5,5,10,143,7,2,197,37.9,12,48,7.22,5,6,13,Moderate,216,25,1056
1006,92,25,52,58,38,39,19,28,17,32,85,20,5,5,10,143,7,2,198,37.9,12,49,7.22,5,6,13,Moderate,216,25,1057
1007,92,25,52,56,39,39,20,28,17,32,85,20,5,5,10,143,7,2,205,37.9,12,50,7.12,5,7,13,Moderate,216,25,1058
1008,91,25,52,54,38,36,18,26,15,32,79,19,5,5,10,142,7,1,195,37.9,12,50,7.12,5,7,13,Moderate,216,25,1059
1009,91,25,52,54,39,35,18,26,15,32,79,19,5,5,10,142,7,2,203,37.9,12,49,7.12,5,6,13,Moderate,216,25,1051
1010,100,27,56,54,38,34,17,22,18,23,81,19,4,4,10,144,6,1,70,37.9,77,78,7.08,7,9,18,Poor,216,50,1060
1011,95,26,54,57,38,43,19,25,23,23,86,20,5,4,10,146,6,1,71,37.9,69,78,7.04,7,9,18,Poor,216,50,1062
1012,99,27,56,52,38,31,16,21,17,23,81,18,4,4,10,143,6,1,83,37.9,76,79,7.08,7,9,19,Poor,216,50,1063
1013,98,27,55,57,38,41,19,24,22,23,87,19,5,4,10,146,6,1,79,37.9,76,80,7.08,7,9,19,Poor,216,50,1064
1014,97,27,55,56,38,41,19,24,22,23,87,19,5,4,10,146,6,1,77,37.9,72,80,7.08,7,9,19,Poor,216,50,1065
1015,97,27,55,56,38,41,19,24,22,23,87,19,5,4,10,146,6,1,76,37.9,69,78,7.04,7,9,18,Poor,216,50,1066
1016,96,26,55,54,38,35,17,22,19,23,81,19,4,4,10,144,6,1,75,37.9,69,78,7.04,7,9,18,Poor,216,50,1067
1017,96,27,55,57,38,43,19,25,23,23,87,20,5,5,10,146,6,1,76,37.9,69,78,7.04,7,9,18,Poor,216,50,1068
1018,96,26,54,1,38,58,23,29,30,23,87,21,6,6,10,151,6,2,72,37.9,69,78,7.04,7,9,18,Poor,216,50,1069
1019,96,27,54,53,38,35,17,22,19,23,81,19,4,4,10,144,6,1,102,37.9,69,77,7.04,7,9,18,Poor,216,50,1061
1020,84,25,60,2,43,66,22,34,38,35,97,21,8,8,15,12,7,2,345,38.4,0,0,7.8,0,0,0,Poor,218,0,1070
1021,81,24,59,54,42,42,17,26,26,34,91,19,6,6,15,3,7,1,360,38.4,0,0,6.95,0,0,0,Poor,218,0,1072
1022,83,25,60,55,43,43,17,27,27,35,92,19,6,6,15,3,7,1,345,38.4,0,0,7.8,0,0,0,Poor,218,0,1073
1023,83,24,60,57,43,49,18,29,30,35,97,20,7,6,15,6,7,1,338,38.4,0,0,7.4,0,0,0,Poor,218,0,1074
1024,82,24,59,57,43,49,18,28,29,35,97,20,7,6,15,5,7,1,307,38.4,0,0,7.4,0,0,0,Poor,218,0,1075
1025,82,24,59,57,43,49,19,29,30,35,97,20,7,6,15,6,7,1,368,38.4,0,0,7.4,0,0,0,Poor,218,0,1076
1026,82,25,59,58,43,51,19,29,30,35,97,20,7,6,15,6,7,2,339,38.4,0,0,7.4,0,0,0,Poor,218,0,1077
1027,81,24,59,57,43,49,19,28,29,34,97,20,7,6,15,6,7,1,346,38.4,0,0,6.95,0,0,0,Poor,218,0,1078
1028,82,24,59,57,42,49,18,28,29,35,96,20,7,6,15,5,7,1,350,38.4,0,0,6.95,0,0,0,Poor,218,0,1079
1029,82,24,59,52,43,37,16,25,23,34,98,19,6,5,15,2,7,1,341,38.4,0,0,6.95,0,0,0,Poor,218,0,1071
1030,40,10,16,56,14,43,13,18,9,15,75,17,4,4,6,138,3,2,103,38.4,22,36,7.37,5,6,10,Moderate,218,25,1080
1031,38,10,16,46,14,22,8,13,0,15,70,15,2,3,6,132,3,1,67,38.4,20,39,7.92,5,6,11,Moderate,218,25,1082
1032,39,10,16,49,15,26,9,14,2,15,75,16,3,3,6,137,3,1,74,38.4,22,36,8.02,5,6,11,Poor,218,25,1083
1033,39,10,16,41,15,11,6,10,144,15,75,15,2,2,6,129,3,1,106,38.4,22,37,8.02,5,6,11,Poor,218,25,1084
1034,38,10,15,49,15,28,10,15,3,15,74,16,3,3,6,134,3,1,80,38.4,22,38,8.02,5,6,11,Poor,218,25,1085
1035,38,10,16,46,15,21,8,13,0,15,70,16,2,3,6,133,3,1,112,38.4,21,38,8.02,5,6,11,Poor,218,25,1086
1036,38,10,16,48,15,25,9,14,1,15,75,16,3,3,6,133,3,1,110,38.4,21,38,7.97,5,6,11,Moderate,218,25,1087
1037,38,9,16,41,14,11,6,10,144,15,75,15,2,2,6,130,3,1,110,38.5,21,39,7.97,5,6,11,Moderate,218,25,1088
1038,38,9,16,49,14,28,9,14,3,15,75,16,3,3,6,134,3,1,93,38.4,20,39,7.97,5,6,11,Moderate,218,25,1089
1039,37,9,15,49,14,25,9,14,1,15,75,16,3,3,6,134,3,1,105,38.4,20,39,7.97,5,6,11,Moderate,218,25,1081
1040,57,13,20,47,18,23,8,14,1,17,69,16,3,3,6,131,4,1,104,38.5,143,93,7.71,8,10,21,Poor,218,50,1090
1041,48,12,19,49,16,28,9,16,3,17,75,16,3,3,6,132,4,1,98,38.5,136,93,6.96,8,10,21,Poor,218,50,1092
1042,55,12,21,48,17,26,9,16,2,17,74,16,3,3,6,132,4,1,107,38.5,140,92,7.21,8,10,21,Poor,218,50,1093
1043,55,12,20,50,17,29,9,16,3,17,74,16,3,3,6,132,4,1,73,38.5,140,93,7.21,8,10,21,Poor,218,50,1094
1044,53,12,20,47,17,23,8,14,1,17,69,16,3,3,6,131,4,1,110,38.5,140,93,7.21,8,10,21,Poor,218,50,1095
1045,52,12,19,50,17,29,9,16,4,17,75,16,3,4,6,132,4,1,102,38.5,140,93,7.21,8,10,21,Poor,218,50,1096
1046,51,12,20,49,17,28,9,16,3,17,75,16,3,3,6,132,4,1,100,38.5,138,93,7.06,8,10,21,Poor,218,50,1097
1047,50,12,20,50,17,29,9,16,4,16,74,16,3,3,6,132,4,1,103,38.5,138,93,7.06,8,10,21,Poor,218,50,1098
1048,49,12,19,46,16,23,8,14,1,16,69,16,3,3,6,131,4,1,123,38.5,138,93,7.06,8,10,21,Poor,218,50,1099
1049,48,11,19,40,17,7,5,10,143,17,75,15,2,2,6,127,4,1,106,38.5,137,93,6.96,8,10,21,Poor,218,50,1091
1050,137,41,97,10,88,78,19,34,101,57,17,2,20,13,35,64,24,3,340,37.4,0,0,7.55,0,0,0,Poor,23,0,1100
1051,135,41,97,3,88,63,16,29,92,56,23,0,18,11,34,56,24,2,332,37.4,0,0,7.88,0,0,0,Poor,23,0,1102
1052,137,41,97,14,88,86,21,36,106,56,22,2,21,14,34,66,24,3,362,37.4,0,0,7.55,0,0,0,Poor,23,0,1103
1053,136,41,97,13,88,85,21,36,106,57,23,3,21,14,35,66,24,3,332,37.4,0,0,7.55,0,0,0,Poor,23,0,1104
1054,136,41,97,10,88,77,19,32,100,55,17,1,20,13,34,62,24,3,320,37.4,0,0,7.73,0,0,0,Poor,23,0,1105
1055,136,41,97,1,88,57,15,27,88,56,17,23,18,11,34,52,24,2,344,37.4,0,0,7.73,0,0,0,Poor,23,0,1106
1056,136,41,97,9,88,76,19,33,100,56,16,1,20,13,34,62,24,3,340,37.4,0,0,7.73,0,0,0,Poor,23,0,1107
1057,135,41,97,13,87,84,20,35,105,56,23,2,21,13,34,65,24,3,337,37.4,0,0,7.73,0,0,0,Poor,23,0,1108
1058,136,41,97,14,87,87,21,35,106,56,21,2,21,14,34,66,24,3,333,37.4,0,0,7.88,0,0,0,Poor,23,0,1109
1059,136,41,96,12,88,83,20,34,104,56,23,2,20,13,34,64,24,3,333,37.4,0,0,7.88,0,0,0,Poor,23,0,1101
1060,65,16,40,51,38,42,5,6,16,4,75,16,10,8,14,148,7,1,219,37.5,26,28,7.44,4,5,9,Moderate,23,25,1110
1061,65,16,40,51,38,41,5,6,15,3,75,16,10,8,14,148,7,1,230,37.5,25,35,8.07,5,6,10,Poor,23,25,1112
1062,66,16,40,51,38,41,5,6,15,4,75,16,9,7,14,147,7,1,170,37.5,26,30,7.44,4,5,10,Moderate,23,25,1113
1063,64,17,40,53,38,46,6,7,18,3,81,16,10,9,14,149,7,1,165,37.5,26,31,7.54,4,5,10,Moderate,23,25,1114
1064,65,16,40,53,38,46,6,7,17,4,81,16,10,9,14,149,7,1,172,37.5,26,31,7.54,4,5,10,Moderate,23,25,1115
1065,65,16,40,51,38,42,5,6,15,3,75,16,10,8,14,148,7,1,167,37.5,25,32,7.54,4,5,10,Moderate,23,25,1116
1066,65,17,40,54,38,48,7,8,18,3,80,16,10,9,14,150,7,1,177,37.5,25,33,7.54,4,5,10,Moderate,23,25,1117
1067,65,17,40,47,38,31,3,4,10,4,81,15,9,7,14,144,7,1,166,37.5,25,34,8.07,5,5,10,Poor,23,25,1118
1068,65,17,41,46,38,27,3,3,9,4,75,15,8,7,14,148,7,1,171,37.5,25,34,8.07,5,5,10,Poor,23,25,1119
1069,65,17,40,50,38,40,5,6,15,4,75,16,10,8,14,148,7,1,168,37.5,25,35,8.07,5,5,10,Poor,23,25,1111
1070,66,15,36,46,19,28,5,11,44,17,97,16,8,8,24,31,4,1,120,37.6,133,80,7.76,7,9,19,Poor,23,50,1120
1071,60,15,32,49,19,33,7,12,46,17,102,16,9,8,23,30,4,1,134,37.6,128,85,7.03,7,9,20,Poor,23,50,1122
1072,64,15,34,44,19,18,3,8,37,17,103,15,7,6,24,25,4,1,113,37.6,132,81,7.39,7,9,19,Poor,23,50,1123
1073,64,15,34,50,19,36,7,13,49,17,103,16,9,8,24,33,4,1,101,37.6,132,82,7.39,7,9,19,Poor,23,50,1124
1074,63,15,34,45,19,25,5,10,42,17,97,15,8,7,24,28,4,1,127,37.6,131,83,7.39,7,9,19,Poor,23,50,1125
1075,62,15,33,49,19,34,6,12,47,17,103,16,9,8,24,32,4,1,127,37.6,131,84,7.39,7,9,19,Poor,23,50,1126
1076,61,15,33,48,19,32,7,13,46,17,102,16,9,8,24,31,4,1,135,37.6,129,84,7.13,7,9,19,Poor,23,50,1127
1077,61,15,33,48,19,32,6,12,46,17,102,16,9,8,24,32,4,1,128,37.6,129,85,7.13,7,9,20,Poor,23,50,1128
1078,61,15,32,57,19,52,10,17,58,17,102,17,12,10,24,39,4,1,121,37.6,129,85,7.13,7,9,20,Poor,23,50,1129
1079,60,15,32,48,19,32,7,13,46,17,102,16,9,8,23,30,4,1,142,37.6,129,86,7.13,7,9,20,Poor,23,50,1121
1080,109,30,77,4,57,70,30,45,53,59,1,0,10,9,22,36,9,2,323,33.6,0,0,8.02,0,0,0,Poor,27,0,1130
1081,109,30,77,2,57,70,30,44,53,59,1,0,10,9,21,29,9,2,332,33.6,0,0,7.92,0,0,0,Poor,27,0,1132
1082,109,30,77,1,57,70,30,44,53,59,1,0,10,9,21,29,9,2,281,33.6,0,0,8.02,0,0,0,Poor,27,0,1133
1083,109,30,77,2,57,70,30,44,53,59,1,0,10,9,21,30,9,2,322,33.6,0,0,7.97,0,0,0,Poor,27,0,1134
1084,109,30,77,2,57,70,30,45,53,59,0,0,10,9,22,29,9,2,325,33.6,0,0,7.97,0,0,0,Poor,27,0,1135
1085,109,30,77,2,57,70,30,45,53,59,1,0,10,9,22,29,9,2,304,33.6,0,0,7.97,0,0,0,Poor,27,0,1136
1086,109,30,77,61,57,63,28,42,49,59,106,23,10,9,22,26,9,2,323,33.6,0,0,7.97,0,0,0,Poor,27,0,1137
1087,108,30,77,61,57,63,28,42,49,59,105,23,9,8,21,26,9,2,320,33.6,0,0,7.92,0,0,0,Poor,27,0,1138
1088,109,30,77,2,57,71,30,45,53,59,1,0,10,9,21,29,9,2,322,33.6,0,0,7.92,0,0,0,Poor,27,0,1139
1089,109,30,77,11,57,90,35,52,64,59,1,2,13,11,21,37,9,2,309,33.6,0,0,7.92,0,0,0,Poor,27,0,1131
1090,54,12,31,53,30,38,13,24,21,39,72,18,5,4,9,137,6,1,146,33.8,59,66,7.59,6,8,16,Moderate,27,25,1140
1091,51,12,30,1,30,63,18,31,33,38,77,21,7,6,9,144,6,2,145,33.9,57,66,7.92,6,8,16,Moderate,27,25,1142
1092,53,12,31,56,30,45,14,26,24,39,77,19,6,5,9,139,6,1,147,33.8,59,66,7.07,6,8,16,Moderate,27,25,1143
1093,53,12,31,55,30,42,14,25,23,39,77,19,5,5,9,138,6,1,149,33.8,58,66,7.07,6,8,16,Moderate,27,25,1144
1094,54,12,31,56,30,45,14,26,24,38,77,19,6,5,9,138,5,1,151,33.8,58,66,7.07,6,8,16,Moderate,27,25,1145
1095,54,12,31,46,30,24,9,19,14,38,72,17,4,3,9,132,5,1,143,33.8,58,66,7.07,6,8,16,Moderate,27,25,1146
1096,51,12,30,53,30,38,13,24,21,38,72,18,5,4,9,137,5,1,145,33.8,58,66,7.97,6,8,16,Moderate,27,25,1147
1097,51,12,30,53,30,37,13,24,21,38,72,18,5,4,9,137,6,1,153,33.9,58,66,7.97,6,8,16,Moderate,27,25,1148
1098,51,12,30,56,30,45,14,26,24,38,77,19,6,5,9,139,6,1,150,33.9,57,66,7.97,6,8,16,Moderate,27,25,1149
1099,51,12,30,53,30,38,13,24,21,38,72,18,5,4,9,137,6,1,119,33.9,57,66,7.97,6,8,16,Moderate,27,25,1141
1100,41,10,24,48,18,33,8,13,10,14,75,16,4,5,9,138,2,1,80,34.1,130,73,7.7,7,8,17,Poor,27,50,1150
1101,37,10,22,47,17,33,9,14,9,15,75,16,4,5,9,137,2,1,128,34.1,129,81,7,7,9,19,Poor,27,50,1152
1102,40,10,24,50,18,40,10,15,12,14,80,16,4,5,9,139,2,1,83,34.1,130,73,7.7,7,8,17,Poor,27,50,1153
1103,39,10,24,50,17,40,10,15,13,15,80,17,4,5,9,139,2,1,78,34.1,129,76,7.21,7,9,18,Poor,27,50,1154
1104,39,10,24,50,17,40,10,15,12,15,79,17,4,5,9,139,2,1,112,34.1,129,77,7.21,7,9,18,Poor,27,50,1155
1105,38,10,24,51,17,37,10,15,11,15,80,17,4,5,9,139,2,1,80,34.1,129,77,7.21,7,9,18,Poor,27,50,1156
1106,38,10,23,50,17,40,10,15,12,15,80,17,5,5,9,139,2,1,102,34.1,129,78,7.06,7,9,18,Poor,27,50,1157
1107,38,10,23,48,17,34,9,14,10,15,75,16,4,5,9,138,2,1,83,34.1,129,79,7.06,7,9,19,Poor,27,50,1158
1108,38,10,23,51,17,37,10,15,11,15,80,17,4,5,9,143,2,1,75,34.1,129,80,7.06,7,9,19,Poor,27,50,1159
1109,37,10,23,49,17,38,10,15,12,15,80,16,4,5,9,139,2,1,90,34.1,129,80,7.06,7,9,19,Poor,27,50,1151
1110,151,42,92,2,76,51,27,40,66,61,13,1,10,9,28,37,14,2,338,38.5,0,0,7.54,0,0,0,Poor,29,0,1160
1111,150,42,92,7,76,62,29,44,73,60,6,1,12,9,28,40,14,2,340,38.5,0,0,8.02,0,0,0,Poor,29,0,1162
1112,151,42,92,2,76,51,27,40,66,61,13,1,10,8,28,36,14,2,346,38.5,0,0,7.54,0,0,0,Poor,29,0,1163
1113,150,42,92,7,76,63,30,44,74,60,6,2,12,9,28,40,14,2,328,38.5,0,0,7.54,0,0,0,Poor,29,0,1164
1114,149,42,92,7,76,62,29,44,73,60,6,1,12,9,28,40,14,2,342,38.5,0,0,8.07,0,0,0,Poor,29,0,1165
1115,149,42,92,7,76,62,30,44,73,60,6,1,12,9,28,40,14,2,332,38.5,0,0,8.07,0,0,0,Poor,29,0,1166
1116,150,42,92,19,76,88,36,53,89,60,13,4,14,11,28,50,14,3,347,38.5,0,0,8.07,0,0,0,Poor,29,0,1167
1117,150,42,92,11,76,67,31,46,76,60,13,2,13,10,28,43,14,2,348,38.5,0,0,8.07,0,0,0,Poor,29,0,1168
1118,150,42,92,7,75,62,29,44,73,60,6,1,12,9,28,40,14,2,343,38.5,0,0,8.02,0,0,0,Poor,29,0,1169
1119,150,42,92,7,75,62,30,44,73,60,6,1,12,9,28,40,14,2,300,38.5,0,0,8.02,0,0,0,Poor,29,0,1161
1120,76,18,34,57,33,34,14,20,25,24,98,19,5,5,17,18,6,1,107,38.5,73,66,7.6,6,8,16,Poor,29,25,1170
1121,74,18,33,54,32,30,13,19,22,24,91,18,5,5,16,14,6,1,93,38.5,70,66,7.96,6,8,16,Poor,29,25,1172
1122,75,18,34,56,32,35,14,21,26,24,98,19,5,5,16,17,6,1,102,38.5,70,66,6.98,6,8,16,Poor,29,25,1173
1123,75,18,34,53,32,31,13,19,23,24,92,18,5,5,16,15,6,1,98,38.5,70,66,6.98,6,8,16,Poor,29,25,1174
1124,74,18,34,55,32,33,14,20,24,24,97,19,5,5,16,17,6,1,67,38.5,70,66,6.98,6,8,16,Poor,29,25,1175
1125,75,18,34,54,32,31,13,19,23,24,92,18,5,5,16,14,6,1,103,38.5,70,66,6.98,6,8,16,Poor,29,25,1176
1126,74,18,33,53,32,30,13,19,22,24,91,18,5,5,16,14,6,1,98,38.5,69,66,7.2,6,8,16,Poor,29,25,1177
1127,74,18,33,1,32,53,18,26,34,24,98,20,7,7,16,24,6,2,76,38.5,69,66,7.2,6,8,16,Poor,29,25,1178
1128,74,18,33,56,32,36,14,21,24,24,97,19,5,5,16,15,6,1,100,38.5,69,66,7.2,6,8,16,Poor,29,25,1179
1129,73,18,33,57,32,33,14,21,24,24,97,19,5,5,16,16,6,1,102,38.5,69,66,7.2,6,8,16,Poor,29,25,1171
1130,53,20,47,44,22,12,7,13,147,17,79,15,2,2,8,138,3,1,63,38.5,171,107,7.61,9,11,24,Poor,29,50,1180
1131,43,15,36,48,16,26,11,17,5,16,78,16,3,3,8,142,3,1,56,38.6,171,110,7.1,9,12,24,Poor,29,50,1182
1132,49,21,50,52,22,31,11,18,6,16,79,17,3,3,8,147,3,1,71,38.6,172,108,7.61,9,11,24,Poor,29,50,1183
1133,45,19,48,47,21,24,9,15,4,16,73,16,2,3,8,141,3,1,58,38.5,172,108,7.61,9,11,24,Poor,29,50,1184
1134,45,19,48,50,20,29,10,17,6,16,79,16,3,3,8,142,3,1,53,38.6,172,108,7.22,9,11,24,Poor,29,50,1185
1135,45,18,45,43,19,13,7,12,147,17,78,15,2,2,8,138,3,1,59,38.6,172,109,7.22,9,11,24,Poor,29,50,1186
1136,43,18,44,47,19,22,9,15,3,17,73,16,2,3,8,140,3,1,53,38.6,172,109,7.22,9,11,24,Poor,29,50,1187
1137,44,18,44,50,19,30,11,17,7,16,78,16,3,3,8,143,3,1,47,38.6,171,109,7.22,9,11,24,Poor,29,50,1188
1138,44,16,39,48,17,25,10,17,5,17,79,16,3,3,8,141,3,1,53,38.6,171,110,7.1,9,11,24,Poor,29,50,1189
1139,42,16,37,48,16,25,10,16,4,16,78,16,3,3,8,142,3,1,49,38.6,171,110,7.1,9,12,24,Poor,29,50,1181
1200,121,35,88,62,58,66,23,34,45,48,6,21,9,9,23,41,8,2,334,35.5,0,0,7.17,0,0,0,Poor,4,0,1250
1201,118,34,88,61,57,65,23,34,44,48,6,21,9,9,23,41,8,2,378,35.5,0,0,7.03,0,0,0,Poor,4,0,1252
1202,120,35,88,2,57,74,25,37,49,48,12,22,10,9,22,44,8,2,321,35.5,0,0,7.17,0,0,0,Poor,4,0,1253
1203,119,34,88,62,57,67,23,34,45,48,6,21,9,9,22,41,8,2,328,35.5,0,0,7.17,0,0,0,Poor,4,0,1254
1204,118,34,88,2,57,75,25,37,49,48,12,22,10,10,22,45,8,2,292,35.5,0,0,7.07,0,0,0,Poor,4,0,1255
1205,118,34,88,0,57,71,25,37,47,48,13,22,10,9,22,43,8,2,331,35.5,0,0,7.07,0,0,0,Poor,4,0,1256
1206,118,34,88,0,57,71,25,36,47,48,12,22,10,9,23,43,8,2,335,35.5,0,0,7.07,0,0,0,Poor,4,0,1257
1207,118,34,88,62,57,66,23,35,45,48,6,21,10,9,23,42,8,2,332,35.5,0,0,7.07,0,0,0,Poor,4,0,1258
1208,119,35,88,52,57,45,18,28,34,48,6,19,8,7,22,32,8,1,334,35.5,0,0,7.03,0,0,0,Poor,4,0,1259
1209,118,34,88,61,57,66,23,34,45,48,6,21,10,9,23,41,8,2,334,35.5,0,0,7.03,0,0,0,Poor,4,0,1251
1210,35,8,18,50,16,39,9,15,7,17,77,16,4,4,8,140,2,1,95,35.6,0,1,6.95,1,1,1,Poor,4,25,1260
1211,32,9,18,50,16,39,10,16,8,17,77,16,4,5,8,140,3,1,91,35.7,0,1,7.87,1,1,1,Poor,4,25,1262
1212,34,8,18,50,16,39,9,15,8,17,76,16,4,4,8,140,2,1,91,35.6,0,1,6.95,1,1,1,Poor,4,25,1263
1213,33,8,18,47,16,33,8,14,5,17,71,16,3,4,8,138,3,1,136,35.6,0,1,7.61,1,1,1,Poor,4,25,1264
1214,33,9,18,40,16,15,5,9,146,17,72,15,2,3,8,133,3,0,95,35.7,0,1,7.61,1,1,1,Poor,4,25,1265
1215,33,8,18,47,16,33,8,14,5,18,71,16,3,4,8,138,3,1,86,35.7,0,1,7.61,1,1,1,Poor,4,25,1266
1216,33,9,17,50,16,39,10,16,8,17,76,17,4,5,8,139,3,1,96,35.7,0,1,7.61,1,1,1,Poor,4,25,1267
1217,32,9,18,42,16,20,6,11,0,17,76,15,3,3,8,135,3,1,131,35.7,0,1,7.87,1,1,1,Poor,4,25,1268
1218,32,8,18,49,16,36,9,15,7,17,75,16,4,5,8,139,3,1,79,35.7,0,1,7.87,1,1,1,Poor,4,25,1269
1219,32,8,18,57,16,55,13,20,15,17,76,18,5,6,8,144,3,2,94,35.7,0,1,7.87,1,1,1,Poor,4,25,1261
1220,38,8,16,49,15,37,11,18,5,18,77,16,3,4,7,137,2,1,60,35.8,93,66,7.1,6,8,16,Poor,4,50,1270
1221,29,7,16,48,14,35,10,16,4,16,76,16,3,4,7,136,2,1,21,35.9,91,66,6.96,6,8,16,Poor,4,50,1272
1222,36,8,16,44,15,20,7,13,146,17,77,15,2,3,7,132,2,1,81,35.9,90,66,7.1,6,8,16,Poor,4,50,1273
1223,35,7,16,42,15,17,7,12,145,17,72,15,2,3,7,135,2,1,74,35.9,91,66,7.01,6,8,16,Poor,4,50,1274
1224,33,7,17,49,15,36,11,17,5,17,77,16,4,5,7,137,2,1,142,35.9,91,66,7.01,6,8,16,Poor,4,50,1275
1225,32,7,16,47,15,31,9,15,2,17,72,16,3,4,7,135,2,1,75,35.9,91,66,7.01,6,8,16,Poor,4,50,1276
1226,31,8,16,49,15,38,11,17,4,17,77,16,4,4,7,137,2,1,85,35.9,91,66,7.01,6,8,16,Poor,4,50,1277
1227,30,7,16,47,14,32,9,15,3,17,72,16,3,4,7,136,2,1,70,35.9,91,66,6.96,6,8,16,Poor,4,50,1278
1228,30,7,16,46,14,32,9,15,3,17,72,16,3,4,7,135,2,1,76,35.9,92,66,6.96,6,8,16,Poor,4,50,1279
1229,29,7,16,50,14,41,11,17,6,17,77,16,4,5,7,137,2,1,78,35.9,91,66,6.96,6,8,16,Poor,4,50,1271
1140,129,41,100,1,69,84,29,43,60,53,19,22,19,18,31,49,9,2,241,37.9,0,0,6.98,0,0,0,Poor,45,0,1190
1141,132,42,103,56,70,65,24,37,50,54,22,20,15,14,30,44,9,1,242,37.9,0,0,8.07,0,0,0,Poor,45,0,1192
1142,133,43,103,61,70,79,27,41,58,54,16,21,18,17,31,49,9,2,246,37.9,0,0,6.98,0,0,0,Poor,45,0,1193
1143,133,42,103,62,70,78,27,41,57,54,16,21,17,16,30,49,9,2,247,37.9,0,0,6.98,0,0,0,Poor,45,0,1194
1144,133,42,103,4,70,86,30,44,62,54,22,22,18,17,30,60,9,2,259,37.9,0,0,7.76,0,0,0,Poor,45,0,1195
1145,132,43,103,11,70,109,35,51,74,54,22,23,20,19,30,61,9,2,253,37.9,0,0,7.76,0,0,0,Poor,45,0,1196
